date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:42	31317/31317	---M--	200	added ('OK')	image/jpeg	etag:%227a55-5aa35dfd7be40%22	https://preview.colorlib.com/theme/ashion/img/product/related/rp-3.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/product/related/rp-3.jpg	(from https://preview.colorlib.com/theme/ashion/product-details.html)
17:33:43	17864/17864	---M--	200	added ('OK')	image/jpeg	etag:%2245c8-5aa35dfd7be40%22	https://preview.colorlib.com/theme/ashion/img/product/related/rp-4.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/product/related/rp-4.jpg	(from https://preview.colorlib.com/theme/ashion/product-details.html)
17:33:43	1732/1732	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/ashion/img/shop-cart/xcp-1.jpg.pagespeed.ic.jRsl05-jGq.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/shop-cart/xcp-1.jpg.pagespeed.ic.jRsl05-jGq.jpg	(from https://preview.colorlib.com/theme/ashion/shop-cart.html)
17:33:44	2093/2093	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/ashion/img/shop-cart/xcp-2.jpg.pagespeed.ic.6YF5Q22-Ix.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/shop-cart/xcp-2.jpg.pagespeed.ic.6YF5Q22-Ix.jpg	(from https://preview.colorlib.com/theme/ashion/shop-cart.html)
17:33:44	2116/2116	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/ashion/img/shop-cart/xcp-3.jpg.pagespeed.ic.lXhtNSXv0A.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/shop-cart/xcp-3.jpg.pagespeed.ic.lXhtNSXv0A.jpg	(from https://preview.colorlib.com/theme/ashion/shop-cart.html)
17:33:44	1982/1982	---M--	200	added ('OK')	image/jpeg	etag:%227be-5aa35dd84a680%22	https://preview.colorlib.com/theme/ashion/img/shop-cart/cp-4.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/shop-cart/cp-4.jpg	(from https://preview.colorlib.com/theme/ashion/shop-cart.html)
17:33:45	106967/106967	---M--	200	added ('OK')	image/jpeg	etag:%221a1d7-5aa35de974f00%22	https://preview.colorlib.com/theme/ashion/img/blog/details/blog-details.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/details/blog-details.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:45	5434/5434	---M--	200	added ('OK')	image/jpeg	etag:%22153a-5aa35de974f00%22	https://preview.colorlib.com/theme/ashion/img/blog/details/comment-1.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/details/comment-1.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:46	6241/6241	---M--	200	added ('OK')	image/jpeg	etag:%221861-5aa35dea69140%22	https://preview.colorlib.com/theme/ashion/img/blog/details/comment-2.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/details/comment-2.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:46	6375/6375	---M--	200	added ('OK')	image/jpeg	etag:%2218e7-5aa35deb5d380%22	https://preview.colorlib.com/theme/ashion/img/blog/details/comment-3.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/details/comment-3.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:46	3839/3839	---M--	200	added ('OK')	image/jpeg	etag:%22eff-5aa35def2dc80%22	https://preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-1.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-1.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:47	5218/5218	---M--	200	added ('OK')	image/jpeg	etag:%221462-5aa35def2dc80%22	https://preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-2.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-2.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:48	4744/4744	---M--	200	added ('OK')	image/jpeg	etag:%221288-5aa35df021ec0%22	https://preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-3.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/blog/sidebar/fp-3.jpg	(from https://preview.colorlib.com/theme/ashion/blog-details.html)
17:33:48	21393/21393	---M--	200	added ('OK')	image/jpeg	etag:%225391-5aa35db6e97c0%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-1.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-1.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:49	27397/27397	---M--	200	added ('OK')	image/jpeg	etag:%226b05-5aa35db501340%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-2.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-2.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:49	33383/33383	---M--	200	added ('OK')	image/jpeg	etag:%228267-5aa35db6e97c0%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-3.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-3.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:51	28684/28684	---M--	200	added ('OK')	image/jpeg	etag:%22700c-5aa35db7dda00%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-4.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-4.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:51	24047/24047	---M--	200	added ('OK')	image/jpeg	etag:%225def-5aa35db7dda00%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-5.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-5.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:52	17563/17563	---M--	200	added ('OK')	image/jpeg	etag:%22449b-5aa35db8d1c40%22	https://preview.colorlib.com/theme/ashion/img/instagram/insta-6.jpg	D:/Templates/Project/preview.colorlib.com/theme/ashion/img/instagram/insta-6.jpg	(from https://preview.colorlib.com/theme/ashion/contact.html)
17:33:52	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226204f3ad-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Templates/Project/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/ashion/contact.html)
